companyCode,companyName,total_facilities,cum_pct
CPVFAC,Mizuho Capsave Finance Private Limited,3049.9999999999995,72.87688545067532
GDS10319,Kribhco Fertilizers Limited,3001.25,72.95617415335494
DEEFERT,Deepak Fertilisers And Petrochemicals Corporation Limited,3000.0000000000005,73.03542983283475
JSCPLJ,Jainam Broking Limited,3000.0,73.11468551231458
BRITANN,Britannia Industries Limited,3000.0,73.19394119179441
ZELEPL,CapFloat Financial Services Private limited,3000.0,73.27319687127422
MUHOIL,Muthoot Homefin India Limited,3000.0,73.35245255075405
BAPRIT,Bajel Projects Limited,3000.0,73.43170823023388
BHHIIN,Indus Infra Trust,3000.0,73.5109639097137
MTHFCL,Muthoot Housing Finance Company Limited,3000.0,73.59021958919352
MUMOPL,Muthoot Money Limited,3000.0,73.66947526867335
JAIIRRI,Jain Irrigation Systems Limited,2930.0,73.74688164896531
PCPLPC5,Performance Chemiserve Limited,2900.0,73.82349547246247
TPVASL,TP Vardhaman Surya Limited,2900.0,73.90010929595964
ARINDLT,Aarti Industries Limited,2850.0,73.97540219146546
TINAIN,Tilaknagar Industries Limited,2850.0,74.0506950869713
SCEIPL,Schneider Electric India Private Limited,2850.0,74.12598798247714
GDS19027,Sarda Energy and Minerals Limited,2845.5,74.20116199446375
EDLBKL,Nuvama Wealth and Investment Limited,2800.0,74.27513396197826
OXFSPL,Oxyzo Financial Services Limited,2800.0,74.34910592949275
APLHOSENTL,Apollo Hospitals Enterprise Limited,2800.0,74.42307789700726
HIMSEID,Himatsingka Seide Limited,2738.98,74.49543780400114
GDS22958,Andritz Hydro Private Limited,2660.0,74.56571117313992
GDS12672,Welspun Enterprises Limited,2600.0,74.63439942868911
STGTTL,Resonia Limited,2600.0,74.70308768423828
ASHFCL,Motilal Oswal Home Finance Limited,2562.0,74.77077203451404
GDS9436,Chemplast Cuddalore Vinyls Limited,2550.0,74.8381393620719
HEHOFL,Hero Housing Finance Limited,2549.9999999999995,74.90550668962975
VICPEL,Vivriti Capital Limited,2523.9999999999995,74.97218713463211
GDS5186,GMR Warora Energy Limited,2520.0000000000005,75.03876190539516
TPNODL,TP Northern Odisha Distribution Limited,2510.0,75.10507249055995
MUTCAPI,Muthoot Capital Services Limited,2500.0,75.17111889012646
LTMB,L&T - MHI Power Boilers Private Limited,2500.0,75.23716528969298
KLGCC,Kalinga Commercial Corporation Limited,2500.0,75.30321168925951
INDBIC,Sammaan Finserve Limited,2500.0,75.36925808882603
SUNMUTF,Sundaram Mutual Fund,2500.0,75.43530448839255
OTPOW,ONGC Tripura Power Company Limited,2494.0,75.5011923766001
GDS5315,Eon Kharadi Infrastructure Private Limited,2450.0,75.56591784817529
AUFIPL,Auxilo Finserve Private Limited,2450.0,75.63064331975049
AVGPAL,Avaada Gjsolar Private Limited,2414.25,75.69442432781187
JSWSS,JSW Severfield Structures Limited,2353.0,75.75658719908388
APFTPL,Azure Power Forty Three Private Limited,2350.0,75.81867081467641
HFTRESPL,Hero Future Energies Private Limited,2335.0,75.88035815187155
KATOPI,Kashi Tollway Private Limited,2315.0,75.94151711787013
KIRUFL,IFFCO Kisan Finance Limited,2295.0,76.00214771267221
KAGBPL,Kandhari Global Beverages Private Limited,2275.0,76.06224993627774
RACOCI,Raymond Lifestyle Limited,2270.0,76.12222006708413
ESELMIN,Essel Mining and Industries Limited,2253.8700000000003,76.18176406652054
SCSIPL,Schwing Stetter India Private Limited,2251.79,76.24125311535249
GBHHP,Bajoli Holi Hydropower Private Limited,2250.0,76.30069487496236
COSFILM,Cosmo First Limited,2213.8400000000006,76.3591813394489
INDINFL,IIFL Capital Services Limited,2200.0,76.41730217106743
HIPPL,Hindustan Platinum Private Limited,2181.0,76.47492105004928
MNYP,Manyata Promoters Private Limited,2176.0,76.53240783623197
JPFIPL,JPFL Films Private Limited,2175.0,76.58986820385483
CGORPPL,Candor Gurgaon One Realty Projects Private Limited,2160.0,76.64693229308031
TBESPL,Thermax Babcock and Wilcox Energy Solutions Limited,2140.0,76.70346801110925
MRHFL,Mahindra Rural Housing Finance Limited,2125.0,76.7596074507408
HATAGPL,Hatsun Agro Product Limited,2120.0,76.8156147975732
ONBRPL,One BKC Realtors Private Limited,2112.0,76.87141079592699
ANPMF,Annapurna Finance Private Limited,2100.0000000000005,76.92688977156288
PNBGILT,PNB Gilts Limited,2100.0,76.98236874719876
CALTPL,CaratLane Trading Private Limited,2100.0,77.03784772283463
INHFPL,Niwas Housing Finance Private Limited,2100.0,77.0933266984705
GDS12567,Moon Beverages Limited,2076.0,77.14817162867055
GRIPROL,G R Infraprojects Limited,2050.0,77.2023296763151
METIL,Metenere Limited,2035.0,77.25609144556223
RSPPL,Rashi Peripherals Limited,2024.0,77.3095626106513
CHEANDP,Chemplast Sanmar Limited,2001.0,77.36242614886434
SHINSL,Share India Securities Limited,2000.0,77.41526326851755
FIHFCL,SMFG India Home Finance Company Limited,2000.0,77.46810038817077
ADBFSPL,Aditya Birla Capital Limited,2000.0,77.52093750782399
TPSALI,TP Saurya Limited,2000.0,77.57377462747719
ACCLTD,ACC Limited,2000.0,77.62661174713041
BALKRIS,Balkrishna Industries Limited,2000.0,77.67944886678363
JAGRPI,Jakson Green Limited,2000.0,77.73228598643685
CREHTP,Clean Renewable Energy Hybrid Three Private Limited,1958.0,77.78401352657734
JKUULT,Udaipur Cement Works Limited,1947.49,77.83546340765407
AUTMPL,Automotive Manufacturers Private Limited,1917.52,77.8861215244928
ROHSPL,RSPL LIMITED,1901.8899999999999,77.93636671924142
EMAMRL,EMIL Mines and Mineral Resources Limited,1900.0,77.98656198291198
AVHCMPL,Epsilon Carbon Private Limited,1874.0,78.03607036402704
JWIL,JWIL Infra Limited,1870.0,78.0854730709028
SUNIRON,Sunflag Iron and Steel Company Limited,1850.0000000000002,78.13434740658202
GLEPHAR,Glenmark Pharmaceuticals Limited,1850.0,78.18322174226124
CRPL,Carbon Resources Private Limited,1831.0,78.23159412530377
SASPPRL,SAEL Solar P4 Private Limited,1810.0,78.27941171858993
WOREPL,Worldwide Realcon Private Limited,1800.0,78.32696512627783
OSILTD,Offshore Infrastructures Limited,1800.0,78.37451853396573
CREWPL,Chennai Radha Engineering Works Private Limited,1796.0,78.4219662674143
MCSPL,Shakambhari Ispat and Power Limited,1791.49,78.46929485315808
KLJRLTD,KLJ Resources Limited,1781.0,78.51634630820928
GIAMAP,Giridhan Metal Private Limited,1775.0,78.56323925190149
AARDRUL,Aarti Drugs Limited,1768.0,78.60994726567495
NATBCCL,NBCC (India) Limited,1750.0,78.6561797453715
BERPAIN,Berger Paints India Limited,1750.0,78.70241222506807
MMDFPL,Milky Mist Dairy Food Limited,1746.9999999999998,78.74856544908515
DKCIPL,Dorf-Ketal Chemicals India Limited,1741.6,78.79457601287918
SUCLDL,Sundaram-Clayton Limited,1735.24,78.8404185546327
GDS3108,C. J. Shah and Co.,1732.0,78.88617550025239
AERLEE,Agile Real Estate Private Limited,1728.3400000000001,78.9318357539431
UHDINDLTD,Thyssenkrupp Uhde India Private Limited,1719.0,78.97724925828504
SUPREME,The Supreme Industries Limited,1710.9,79.02244877229239
SSFLTD,Spandana Sphoorty Financial Limited,1700.0000000000002,79.06736032399763
IRBPVTBLD,IRB Infrastructure Developers Limited,1700.0,79.11227187570286
SEWLHL,SEW LSY Highways Limited,1700.0,79.15718342740809
KIRBROT,Kirloskar Brothers Limited,1700.0,79.20209497911333
AZPIPL,Azure Power India Private Limited,1680.0,79.24647815962203
HRSLEPL,Hero Solar Energy Private Limited,1670.5,79.29061036381238
GDS20947,Star Wire India Limited,1669.9999999999995,79.33472935872281
RAMFORG,Ramkrishna Forgings Limited,1650.0,79.37831998243671
TRUIOE,TruAlt Bioenergy Limited,1617.0,79.42103879367633
SDHF,Sundaram Home Finance Limited,1600.0,79.46330848939891
EGCNCO,Eagle Infra India Limited,1600.0,79.50557818512148
MUKAND,Mukand Limited,1585.0,79.54745160244666
GDS7432,Hindusthan Engineering and Industries Limited,1574.5,79.58904762489365
ASSPSPL,Associated Power Structures Limited,1570.0,79.63052476382143
SSPTPV,Adani Wind Energy MP One Private Limited,1562.18,79.67179530961135
ASTMICPL,Astra Microwave Products Limited,1536.5,79.71238742678494
ECIL,Electronics Corporation of India Limited,1527.65,79.75274573970405
NAHSPIN,Nahar Spinning Mills Limited,1508.4,79.7925954953465
BRTCDPL,Bhartiya Urban Private Limited,1504.0,79.83232900932573
ADBLBL,Aditya Birla Lifestyle Brands Limited,1500.0,79.87195684906564
RLECCSL,The Railway Employees Co-Operative Credit Society Limited,1500.0,79.91158468880555
MPMAPL,Matrix Pharmacorp Private Limited,1500.0,79.95121252854547
EPILTD,Engineering Projects India Limited,1500.0,79.99084036828538
GDS22888,Evonith Metallics Limited,1500.0,80.03046820802528
MOMIPL,Mohit Minerals Limited,1500.0,80.0700960477652
GVTRPL,GV Techparks Private Limited,1500.0,80.10972388750511
ACMESL,Acme Solar Holdings Limited,1500.0,80.14935172724502
TILPLM,Tianish Laboratories Private Limited-(Amalgamated),1500.0,80.18897956698494
FTLSL,Future Lifestyle Fashions Limited,1500.0,80.22860740672485
IOUTLI,IAV Utkarsh Limited,1500.0,80.26823524646476
BAACFL,Bajaj Auto Credit Limited,1500.0,80.30786308620468
APPDCL,Andhra Pradesh Power Development Company Limited,1500.0,80.34749092594458
LAXCON,LC Infra Projects Private Limited,1500.0,80.38711876568449
GDS6353,Global Health Limited,1500.0,80.4267466054244
SUTIPL,Supple Tek Industries Private Limited,1498.0,80.46632160804467
RAJMILL,Rajapalayam Mills Limited,1497.46,80.50588234464261
EIDPARI,E.I.D. Parry India Limited,1475.0,80.54484972038686
EOAGEA,Essar Oil and Gas Exploration and Production Limited,1450.0,80.58315663213544
JTIPL,Joyalukkas India Limited,1450.0,80.62146354388403
CREHEP,Clean Renewable Energy Hybrid Eight Private Limited,1431.97,80.65929412899894
TYTFSIL,Toyota Financial Services India Limited,1425.7,80.69695906974374
ARSSB,Anand Rathi Share and Stock Brokers Limited,1400.0,80.733945053501
GHACHEM,Gharda Chemicals Limited,1400.0,80.77093103725824
GUJGARLTD,Gujarat Guardian Limited,1400.0,80.8079170210155
GDS1177,Anupam Rasayan India Limited,1369.82,80.84410569263719
LLOSTEE,Evonith Value Steel Limited,1350.0000000000002,80.8797707484031
KAESVS,KrazyBee Services Limited,1350.0,80.91543580416902
PAALL,Parekh Aluminex Limited,1345.0,80.9509687671358
RML,Rashmi Metaliks Limited,1340.0,80.98636963730345
KSIIPL,KSS Petron Private Limited,1333.5,81.02159878683224
APMPLI,Azure Power Maple Private Limited,1325.5,81.05661658788242
TATINTL,Tata International Limited,1317.0,81.09140983117406
ASAINDI,Asahi India Glass Limited,1314.98,81.12614970897485
AABPPI,APL Apollo Building Products Limited,1310.0,81.16075802234771
JBETPL,JBM Eco Tech Private Limited,1308.78,81.19533410507756
GDS18941,Sanmar Shipping Limited,1300.0,81.22967823285215
INBFPL,Iscon Balaji Foods Private Limited,1300.0,81.26402236062674
MLSBCL,Milestone Buildcon Private Limited,1300.0,81.29836648840134
GDS4382,Deepak Cables India Limited,1300.0,81.33271061617593
VRCCIPL,VRC Constructions India Limited,1300.0,81.36705474395052
GDS2661,APL Apollo Tubes Limited,1270.0,81.40060631493031
LTTG,L&T - MHI Power Turbine Generators Private Limited,1265.0,81.43402579311096
POWELIM,Powerica Limited,1262.8700000000001,81.46738899975921
SPCNEP,Adani Solar Energy Jaisalmer Two Private Limited,1256.0800000000002,81.50057282438621
INXWD,Inox Wind Limited,1250.0,81.53359602416947
GDS11644,Mankind Pharma Limited,1250.0,81.56661922395273
VASENGG,Vascon Engineers Limited,1249.9999999999998,81.59964242373599
NIRLON,Nirlon Limited,1230.0,81.6321372523227
ORASPL,Orissa Alloy Steel Private Limited,1210.0,81.6641037097129
SVNIS,Seven Islands Shipping Limited,1200.0,81.69580598150485
PRFCPL,Profectus Capital Private Limited,1200.0,81.72750825329676
KRABPI,Kribhco Agri Business Limited,1200.0,81.7592105250887
AHSFPL,Tyger Home Finance Private Limited,1200.0,81.79091279688063
SDCMPU,Surat-Tapi District Co-operative Milk Producers Union Limited,1200.0,81.82261506867256
FORML,Daimler India Commercial Vehicles Private Limited,1200.0,81.85431734046449
CHHL,Chalet Hotels Limited,1200.0,81.88601961225642
DBCF,Digamber Capfin Limited,1200.0,81.91772188404835
FFFL,3F Industries Limited,1192.0,81.94921280736166
APPHLI,Apollo Pharmacies Limited,1191.0,81.98067731211516
RL,Rubamin Private Limited,1177.5900000000001,82.01178754398136
LOIL,Laxmi Organic Industries Limited,1170.0,82.0426972589785
MJSELTD,Manjushree Technopack Limited,1166.0,82.07350129973632
VDHBPL,Vidya Herbs Private Limited,1160.0,82.10414682913519
SVTXHP,Shiv Texchem Limited,1150.0,82.13452817293579
AMWL,Agrawal Metal Works Private Limited,1149.9999999999998,82.16490951673639
KRIMSL,Krishna Institute of Medical Sciences Limited,1148.6,82.19525387455323
SISIL,SIS Limited,1139.0,82.22534461419573
NRACO,Ramalingam Construction Company Private Limited,1138.9999999999998,82.25543535383825
CGHEPL,CGE Hybrid Energy Private Limited,1137.71,82.28549201353857
HEWEPL,Hero Wind Energy Private Limited,1132.0,82.31539782326229
GAIFPL,GA Infra Private Limited,1130.0,82.34525079586636
SAAGCL,SAEL Agri Commodities Limited,1130.0,82.37510376847042
KLTR,Kalpataru Limited,1126.3,82.40485899240313
ANGEIL,Angelique International Limited,1125.0,82.43457987220808
KIANPP,KRC Infrastructure And Projects Private Limited,1110.0,82.4639044736156
KJBSMPL,Kanpur Jhansi Banda Smart Metering Private Limited,1101.71,82.49301006516218
OCLISLTD,OCL Iron & Steels Limited,1101.5,82.52211010881118
ADTSWL,Adani Transmission Step-Two Limited,1100.0,82.55117052462046
ADCHIL,Aquapharm Chemical Limited,1100.0,82.58023094042971
SSAMPAL,SAEL Solar MHP2 Private Limited,1100.0,82.60929135623898
SMIDBPL,Sam India Builtwell Private Limited.,1100.0,82.63835177204825
INDOA,Indo Autotech Limited,1087.9999999999998,82.6670951651396
MAHMAH,Mahindra and Mahindra Limited,1087.5,82.69582534895105
RANMADR,Rane (Madras) Limited,1085.0000000000002,82.72448948636291
HML,Hazel Mercantile Limited,1082.0,82.7530743680953
SRTEIX,Qatalyst Entec Private Limited,1082.0,82.78165924982768
PLEA,Parle Agro Private Limited,1080.56,82.81020608883392
GDS17752,Ramsarup Industries Limited,1075.0,82.83860604064753
AGLL,Allcargo Logistics Limited,1075.0,82.86700599246115
CSLCPPL,Crystal Crop Protection Limited,1071.0,82.89530027003543
GDS13888,Opg Power Generation Private Limited,1066.8600000000001,82.92348517477205
SC,Shiva Cement Limited,1066.0,82.95164735954721
PHLIIL,Signify Innovations India Limited,1056.0,82.97954535872411
KGLD,Kanishk Gold Private Limited,1050.0,83.00728484654205
MHRL,Mayfair Hotels and Resorts Limited,1050.0,83.03502433435999
GDS20171,Simbhaoli Sugars Limited,1041.0,83.06252605513949
SPFIPI,Star Pipe Foundry India Private Limited,1040.0,83.09000135735916
BRFI,Berar Finance Limited,1033.0,83.11729172966005
ORMIPI,Rashmi Metallurgical Industry Private Limited,1030.0,83.14450284628145
CSCCPL,Cs Construction Company Private Limited,1025.0,83.17158187010372
HRENERG,Hero Rooftop Energy Private Limited,1015.0,83.19839670832772
PGVPL,Piaggio Vehicles Private Limited,1011.46,83.22511802484995
SDLAT,Victura Technologies Private Limited,1010.0,83.25180077027483
SAISIPP,Sai Sravanthi Infra Projects Private Limited,1006.0,83.2783778414604
DHITPV,Darshita Infrastructure Private Limited,1005.0,83.30492849408614
MANREFI,Mangalore Refinery and Petrochemicals Limited,1000.0,83.33134705391274
TBEGL,Tbea Energy India Private Limited,1000.0,83.35776561373936
SSPSPAL,SAEL Solar P6 Private Limited,1000.0,83.38418417356596
GDS21082,Authum Investment & Infrastructure Limited,1000.0,83.41060273339257
FICCL,SMFG India Credit Company Limited,1000.0,83.43702129321917
ADAIHL,Adani Airport Holdings Limited,1000.0,83.46343985304578
DACIPL,Mercedes-Benz India Private Limited,1000.0,83.48985841287238
MYHIPL,My Home Infrastructures Private Limited,1000.0,83.516276972699
GDS20315,SMC Global Securities Limited,1000.0,83.5426955325256
IDCSCO,Inderdeep Infra India Limited,1000.0,83.56911409235221
GDS12572,SG Finserve Limited,1000.0,83.59553265217882
RCINEEP,R & C Infraengineers Private Limited ,1000.0,83.62195121200543
ERIPLM,Enerica Regrid Infra Private Limited,1000.0,83.64836977183204
JHAPL,Jhajjar Power Limited,1000.0,83.67478833165865
PCPRSL,Pace Digitek Limited,999.9999999999999,83.70120689148526
HIFISP,Hiranandani Financial Services Private Limited,999.9999999999999,83.72762545131187
ASML,Asmitha Microfin Limited,999.9999999999998,83.75404401113848
GDS8704,Jai Balaji Industries Limited,995.0,83.78033047816594
AICITL,AIC Iron Industries Private Limited,993.0,83.80656410807377
NIITTL,Coforge Limited,989.0,83.83269206374229
MATYPL,Mahansaria Tyres Private Limited,985.0,83.85871434517149
